text,label,theme,sentiment,date,source,Facility
"Calling the clinic's phone number never gets you directly to the clinic and it can be difficult to get the agents answering your calls to transfer you to the clinic, instead always taking messages and forwarding them.  There are times when I'd prefer to hold for my doctor's nurse if I need an answer on something right away.",Negative,Communication,-0.75,10/28/2024,Yelp,Competition
"Upon referral to this provider I was told that their office would contact me to schedule my first appointment. After 2 months I had not been contacted so I re-contacted my referring physician, since I hadn't been given the new providers name or contact number. It was only then that I was able to schedule with this provider.",Mixed,Referral,0,10/24/2024,Google,Competition
"The problem with this ucd department is that all skeletal body parts (feet, knees, foot & ankle, hands) are highly specialized and siloed. Don't know how that helps, unless PCP is expected to synthesize disparities and convey broader picture to patient. During mention of right knee pain, NP referred me back to foot & ankle.",Negative,Other (Specialization & Integration),-0.75,6/18/2025,Google,Competition
"I make appointment to see my Dr not for the students to come in and take up more of my time, I should have that option if I want a students to see me or not, same with my treatment I dont like students doing my treatment, surgery or anything pertaining to my body I dont want them to practice on me. I should have that choice",Negative,"Staff (specifically, Training & Consent)",-0.75,6/5/2025,Google,Competition
"For the past 3 years I've lost 4 physicians i.e., Dr.'s Cao, Tu, Truong & Bonilla.  At the present time I am without a cardiologist.  Why is UC Health unable to keep good doctors?  Too many patients to see in a limited time and too much paperwork?  Something is wrong someplace and a thorough investigation should take place.",Negative,Staff (or Other - as it also touches upon the ability of UC Health to retain staff),-0.75,6/14/2025,X/Twitter,Competition
"I was originally scheduled for a doctor in Roseville. She quit and I was told I needed to call Folsom for an appointment. I then seen Dr Belardo who has also quit. I then was referred to this Dr, only to run into my previous Cardiologist, Dr Bonilla at the Folsom clinic. The run around I have been given is unsatisfactory!!",Negative,Referral,-0.75,7/24/2024,Google,Competition
"I had been asked changing my PCP recently and I did. Although I reported it to the office, my first appointment was cancelled because changing of my PCP had not been reported at the insurance company. Also, l tried to make an appointment via myChart message, but I couldn't. I was asked appointment by calling to the office.",Negative,Referral,-0.75,7/14/2024,Yelp,Competition
"Very long waits between arrival in the examination room and visit first by resident, then long wait again for the doctor. A 40 minute appointment ended up being nearly 2 h. It would have been nice if someone had advised us that there would be a delay or given us an approximate time about when the doctor would be available.",Negative,Wait Time,-0.75,11/16/2024,Yelp,Competition
"First nurse mis-jabbed the IV the first time in my hand twice. It was painful and left quite a bruise on the back of my hand that I still have. Had to tear off the dressing and re-inserted at the median cubital but had to flush because she wasn't sure it was in right. She was very apologetic, but made me feel very anxious.",Mixed,Pain Management,0,7/2/2024,X/Twitter,Competition
"After having said that she would put me back on the Neomycin and (expensive) antibiotic. Now I have to get a specimen, keep it on ice, and then have to head out to the Midtown Lab (and put my specimen) onto my lap and rush it to the Midtown lab. Then get back home and try to get up and to my recliner without falling again!",Negative,Specimen Collection/Lab Experience,-0.75,10/28/2024,Yelp,Competition
"I saw no one wash his/her hands. The first 3 techs (reading eye charts, taking visual fields, & taking photos) were all kind, caring & proficient. It was simply Dr Brandt's ""best technician"" who was not only arrogant & rude, but who very forcibly (& painfully) gouged her fingers into my face despite my calling out to STOP!",Mixed,Staff (focus on Bedside Manners and Communication),0,12/5/2024,X/Twitter,Competition
"I had a appointment and 1 day before it they cancelled it saying the recommendation had expired, and I had to reschedule months later!  If the recommendation was going to expire before the appointment wouldn't they be aware and fix it prior to the day before the appointment?  Cost months of time to get another appointment.",Negative,Referral,-0.75,5/3/2025,X/Twitter,Competition
"I am being seen for prostate cancer, I am disappointed in how long It takes to get appointments for biopsies or other. I am very Stressed about having cancer And having to wait such a long time to have a procedure makes the anxiety worse. My biopsy is over a month away. I would have thought it would have been a week or 2.",Negative,"Emotional Support, Wait Time",-0.75,8/21/2024,Google,Competition
"It's located in an awful place. Downtown Sacramento is not where you should be directing clients to visit. The building is confusing. Getting there is just terrible. Please consider moving this clinic to easily accessible place right off the highway Roseville, Rocklin, Lincoln, Auburn. Any of those would be so much better",Negative,Facilities (Location),-0.75,5/28/2025,X/Twitter,Competition
I called after hours nurse to get opinion on my eye condition. I had to call three time and get the same answer that nurse wil call me back in latest 3 hrs. Finally I was really upset and this lady connected me a nurse immediately. After that next day went smoothly. So problem is after hr nurses does not respond in 3 hrs.,Mixed,Staff (Communication),0,9/2/2024,Google,Competition
"Calling the office is easy. Scheduling an appointment, even as an existing patient, is difficult as they seem to be booked out for a few months. As a patient with a history of skin cancers, I feel fortunate to have an existing relationship with my doctor, as I get in sooner to see him than a referral or new patient would.",Mixed,Scheduling (Appointment),0,11/28/2024,Yelp,Competition
Staff had an IT issue with their equipment that I was not sure was resolved during my visit. It was clear that this IT issue was affecting other patients with visits in my same time slot. I am an IT professional and did not once witness a single IT support technician present during the two hours I was at the UCD facility.,Negative,Staff (IT Issue),-0.75,9/13/2024,Yelp,Competition
"I am used to having to wait for the doctor when I get to the exam room - not just here, everywhere. I would rather wait so the doctor can review my records (I hope that is part of the wait). I wouldn't mind a blanket being available though, sometimes the exam rooms are cold and you are sitting there with just the gown on.",Negative,Wait Time,-0.75,10/26/2024,Yelp,Competition
"I was very displeased to have a male medical scribe in the room during my exam, especially when the dermatologist was examining me and treating areas under my breasts and on my torso. He noted him looking over at me and this made me very uncomfortable. He could have stood behind the curtain to conduct his scribing duties.",Negative,Emotional Support (or Other - Privacy Concerns),-0.75,11/24/2024,Google,Competition
My comment applies to every appointment I have ever attended in the UC Davis Health system: I do not feel that my privacy is protected by the receptionists who check me in. They insist on getting my full date of birth that everyone can hear. This issue needs to be improved in order to protect patients' rights and privacy.,Negative,Privacy (Category),-0.75,7/18/2024,X/Twitter,Competition
I've had several operations at a number of different hospitals.  The orthopedics department at U C Davis Medical Center and it's staff are among the best I've experienced.  I feel quite comfortable with continuing my care there as well as recommending it to anyone I know who might be considering a similar surgical option.,Positive,Staff,0.75,5/15/2025,Google,Competition
"I was having trouble with Our PC and My Husband tried to set it up for the Video Conference.   I contacted the Dr. Apperson who was very nice and was able to call Me at the Time, for My Visit.  She listened and was very nice.  Also, very understanding with the Change to talking with Me on The Landline, instead of the PC.",Positive,"Emotional Support, Communication",0.75,8/27/2024,Yelp,Competition
"Dr. Karalakulasingam Is an amazing doctor. She's caring, personable, and takes her time with me in each appointment. She listens and addresses my concerns and needs. I actually switched to a PPO plan so I could continue seeing her knowing she will now be considered out of network with my plan. She is truly a one of kind.",Positive,Emotional Support,0.75,3/31/2025,Google,Competition
"Always have difficulty trying to check into chat room 10 minutes before scheduled visit being told erroneously that it is too early to do so, even after being instructed to check in even 20 minutes early.  It is resolved by closing out the sign in portal to UCD and signing in again with the help of your trouble shooters.",Negative,Wait Time,-0.75,10/4/2024,Google,Competition
"Scheduling took a while because the necessary records were not sent to the clinic. Once we faxed what was needed it took a week or so to get scheduled. We never received a call from the clinic, we always had to call them. We never received the packet that was supposed to be mailed to us so filled one out at registration.",Negative,Referral,-0.75,9/2/2024,Yelp,Competition
"Terrible experience,  I waited 3 plus months to see Dr  and you guys did not have my images or other important information that the Dr needed to review. Thus,  I drove 2 hr. To my appointment for nothing.  The Dr was very kind and apologetic.  Someone dropped the ball, thus causing further delay in diagnosing my ailment.",Mixed,Wait Time,0,8/8/2024,Yelp,Competition
I signed on and it said there were 5 ahead of me.  It would count down as I was closer in line.  I waited 2 hrs and 20 minutes and there was no longer a countdown that was last 2 persons ahead.  The access was no longer active as I sent notes and no response was received.  I signed back on and was seen within 15 minutes.,Mixed,Wait Time,0,4/3/2025,X/Twitter,Competition
"We had a 1pm apt. She was taken back shortly after 1pm for scans, but the doctor didn't come in until almost 2pm, then we were told she'd need dilation drops that would take 40 min to work, but we weren't seen for another 1.3 hours. We were there for 3 hours. We had the same experience at our last visit with this doctor.",Negative,Wait Time,-0.75,2/18/2025,Google,Competition
"She continued to apologize for the behavior of the doctor making excuses that she is worth the wait. Dr Johnson-Tong is not a God and this is unacceptable treatment from a Dr to a patient. She should plan her schedule accordingly so to not put her patients out. This is not her first time, she did this to my husband also.",Negative,Staff (Behavior),-0.75,4/4/2025,X/Twitter,Competition
"RE privacy, I have to give my birthdate out loud and in front of other patients when checking in and if I try to speak in a quiet voice I am instructed to speak up.  I really detest this practice and feel there must be a better way.  I don't think other patients need to hear my birthdate.  Maybe you do not care but I do.",Negative,Privacy,-0.75,4/29/2025,X/Twitter,Competition
No only would I not recommend this doctor I am planning to switch back to Kaiser. How can you expect a patient who lives in Sacramento to drive between ELK GROVE and ROSEVILLE for care. How is six months to see a PC acceptable or 4 months for a follow up for osteoporosis????? After waiting 2 months for the initial visit.,Negative,Location (Transportation),-0.75,1/13/2025,Google,Competition
"Nurses and doctors were excellent.  Rooms were unbearable.  Showers dark and possibly moldy, windows not washed in 30 years (no exaggeration), and worst of all no temperature control in any room.  I had to request my nurse contact central control to change temp.  Then after an hour it was either a sauna or a meat locker.",Mixed,Facilities,0,1/19/2025,Google,Competition
"Please note that every medical and administrative staff has been unfailingly pleasant, helpful, and wonderful, especially the two women who staff the desk at Radiology, room 1776. My answers will always be the same, very good, very good, very good, etc.! Please don't send anymore surveys as the answers will be the same!",Positive,Staff,0.75,4/10/2025,X/Twitter,Competition
"Although I was working at the time of the call, I was amazed and thankful that Dr. Stollenwerk took the time to call me prior to the scheduled video visit to let me know he had an emergency patient to attend to and might be a little late to the visit, but to please stay on the call and he would join as soon as possible.",Positive,Communication,0.75,5/31/2025,Yelp,Competition
Excellent System for this first time Senior getting the opportunity to get established with UC Davis. It was great being able to add Dr. Kuhn's office to my Sutter Healthcare page so the Doctor would have access to My Medical History.  It was easy to get to the office & be greeted by very knowledgeable & friendly Staff.,Positive,"Other (Staff, Communication, Referral)",0.75,1/31/2025,Yelp,Competition
When I first scheduled with an endocrinologist the service worker on the phone booked me with the wrong doctor that doesn't specialize in treating my problem. I had to wait 2 months until a week before my appointment I was informed that I had the wrong doctor scheduled and had to wait another two months for this new one,Negative,Referral,-0.75,9/1/2024,Google,Competition
"The surgery was scheduled for Oct 2023, but was then told the doctor would not be in on the date of the surgery, so the surgery was rescheduled to the week of Christmas - Dec 2023. Although I knew this was not an ideal time, I did not want a further delay and wanted the surgery as soon as possible, so accepted the date.",Negative,Referral,-0.75,10/3/2024,Google,Competition
"Blood pressure measured incorrectly and inconsistently by technician. In one case did not  follow practices for accurate blood pressure measurement. BP is measured inconsistently across clinics. "" White coat"" hypertension not recognized as a reason to  consistently apply AMA standards when BP is measured by technicians.",Negative,"Emotional Support (quality of care), Staff (competence)",-0.75,11/26/2024,Google,Competition
"It is easy to schedule an appointment but it is almost impossible to get one in a timely manner.  A few years ago, I could see my doctor within a day or two.  Now It Is sometimes it takes up to 3 to 4 weeks.  You are apparently are giving the Doctors too many patients.  This is the number one issue I have with UC Davis.",Mixed,Wait Time,0,3/11/2025,Google,Competition
"I had to call 4 times before anyone told me that I needed to see a doctor before I could refill my meds. Until then, they just sent a new request, a couple times to the wrong doctor. Once I was told I needed an appointment, the very nice woman made me an appointment same day, and found me a new PCP. She was very helpful",Mixed,Communication,0,10/16/2024,X/Twitter,Competition
"In my schedule of appointments, there are times where I have to wait too long. I live 1.5 hours away from the clinic so I can not go home to rest. Also several of my appointments end at a time that puts us right Into rush hour traffic. By eliminating big gaps In my appointment schedule these challenges could be reduced.",Negative,Wait Time,-0.75,9/22/2024,X/Twitter,Competition
"She was very impatient with my daughter's nerves about the flu shot, and was sarcastic with her saying, ""well, you would be out of here faster if you would just hold still.""For a pediatric nurse, I would think she would have been more patient and understanding.My daughter left in tears and it wasn't because of the shot.",Negative,Emotional Support,-0.75,1/11/2025,Yelp,Competition
I recognize that UC Davis Health is very highly regarded and I appreciate the level of expertise exhibited by your care providers.In your initial screeners you ask lots about our patient gender preferences... It would serve you well to ask about how and what we feel about care providers so those concerns too can be met.,Positive,"Emotional Support (or Other, depending on interpretation)",0.75,6/21/2025,Google,Competition
"The video visit system is great but I was not happy with this provider leaving us to fend for ourselves to get Maya the help she needed. Benadryl was not going to touch her situation. I basically felt like he said ""I won't do what I would normally do in this situation because you have diabetes"". Unacceptable in my book.",Mixed,Communication,0,4/28/2025,Google,Competition
"My experience telephoning the Eye Center has been dismal.  No one ever answers the phone.  If I'm running late I can't get through to let someone know. if I want to check if I could possibly come in later in the day, forget it!  No one ever answers the phone.  I find this extremely frustrating and poor patient service.",Negative,Communication,-0.75,7/29/2024,X/Twitter,Competition
"I was referred from radiology and was told that the surgical oncology would call me. I never got a call so I ended up calling them a while later. They said my referral had been closed because they couldn't reach me, but I never saw anyone try. They had to reopen my referral and after that it was fine. Just frustrating.",Mixed,Referral,0,7/21/2024,Google,Competition
Mixup on getting to see a doctor I was told had to have a referral which was not true for me a Medicare patient that doesn't require a referral. Once my doctor was contacted for the referral I was seen right away. Slight problem because I was told Had to see doctor In person and first appointment was about a month away,Mixed,Referral,0,2/1/2025,X/Twitter,Competition
"I was not informed of any delays, though I did not have any wait.  There was patient leaving ahead of me who was complaining that they were upset as would be late to their next appt secondary to the UC Davis physician making them wait so long, though I truly do not know what the specifics were regarding this complaint.",Mixed,Wait Time,0,9/15/2024,X/Twitter,Competition
"You are difficult to access, even after a referral.  I recognize your doctors are highly skilled and very busy, but short shrift doesn't help when your patients have a major medical problem.  Maybe Dr. Kim told me all I needed to know (referral to pain management specialist), but I felt like id been whisked in and out.",Mixed,Referral,0,6/11/2025,X/Twitter,Competition
My Chart msging is terrible - does not go directly to the clinic - and by the time it goes through a nurse then to the Dr Is sometimes up to 48 hrs later before the Dr can respond. This is very poor service and I'm told the system will never change back to the way it was because it's too costly. Sjame on you UC Davis.,Negative,Communication,-0.75,6/23/2025,Google,Competition
"I am a new patient to join this health system. The first visit with my PCP apparently must be in-person, yet there Is not a way to schedule appointments with my PCP online until care has been established. Scheduling the first appointment is very much of a Catch-22; I eventually scheduled my first appointment by phone.",Negative,Referral,-0.75,4/2/2025,Yelp,Competition
"3 month appointment turned into 4 mo out.I received a VM with the Specialty call back number and a first name. When I returned the call the receptionist didn't know what clinic I needed , who the person with no last name was and there was no note in the system as to who or why the call. Hopefully she'll call me again.",Negative,Communication,-0.75,12/3/2024,X/Twitter,Competition
"The only bummer about scheduling is that the doctors are scheduled so far out. This was scheduled In September for severe back & hip pain episodes, but there were no appts available until November and by the time I came in the pain from that wasn't nearly as bad. I still came in for another issue I was having, though.",Negative,Wait Time,-0.75,5/11/2025,Google,Competition
"My PCP retired and he transferred my care to Dr. Dima. I was unable to transfer care to Dr. Dima initially. The frustrating part was I was unable to communicate with anyone effectively.  Despite being a UC Davis patient for > 25 years, I was treated as a new patient and found the entire experience cold and alienating.",Negative,Emotional Support (Patient Experience),-0.75,10/31/2024,Google,Competition
"2 weeks- First DR, ""yes , you have a hernia."" 1 week Ultrasound, yes you have a hernia.  6 weeks Schedule specialist. Minus 1 week schedule different specialist earlier. Oops this doctor does not do hernias. Add two more weeks for different surgeon. "" yes, you have a hernia.""   Much confusion between different groups.",Negative,Scheduling/Referral,-0.75,2/15/2025,Yelp,Competition
Had appt set up for 4pm on my day off.Dr. Decided to change it to 1:30 pm In  Middle of my day off.  I has a not great day off since I had to take my appt in the middle of the day.  This was  call to change the appt the day of the appt not a few days before.  If I make an appt if because I set time aside for the appt.,Negative,Wait Time (or Scheduling),-0.75,4/9/2025,X/Twitter,Competition
The only thing I felt was a bad experience was that I was asked to come in 15 minutes prior to the appointment which I did.  I was not called until over 15 minutes after the appointment scheduled for.  It works both ways.  If I am late my appointment would be rescheduled so if I am early then I should be seen on time.,Negative,Wait Time,-0.75,2/27/2025,Yelp,Competition
"Routine appointment scheduled four months ago.   I'm concerned that I needed to see Dr Louie In September  after a fall and was told nothing would be available until this follow up appointment. I was able to get in the next day at the Folsom clinic, thank God. I did not want to go to emergency and wait for eight hours",Mixed,Wait Time,0,6/19/2025,Google,Competition
The getting in wasn't a problem when checked in. And the doctor was so quick I must have been in and out in like 20 mins literally but was no help at all trying to avoid the question I asked about her refusal to help me then scheduling me 6 months before next appointment seems wrong with a terminal disease like I have,Mixed,"Wait Time, Emotional Support, Communication, Referral",0,12/13/2024,X/Twitter,Competition
"For the first time, there was a delay in seeing the doctor.  He sincerely apologized, and explained what caused the delay (providing extended service to a patient who drove four hours); and I was completely in agreement with his decision.  It actually reinforced my opinion that this practice is patient service driven.",Mixed,Staff (Extended Service),0,9/9/2024,X/Twitter,Competition
"Was told by the NP that my UTI lab results looked really bad and that they would be scheduling a cystoscope to review the health of the bladder....the only available appointment was 2 months away.  I was given permission to call, looking for a cancellation and that I did....was able to get in earlier to ease my mind.",Positive,"Emotional Support, Wait Time",0.75,10/1/2024,Yelp,Competition
"My son seemed like he had some breathing when he woke up in the morning & I was able to schedule a same day appointment with the urgent care clinic.  This easy access helped save his life as he developed serious breathing problems during the visit. Thank you, UCDavis Peds team for helping make access to help so easy!",Positive,Accessibility (Urgent Care),0.75,5/2/2025,X/Twitter,Competition
There was a 10 minute delay. I was not informed at all. And I say a 10 minute delay loosely. I was told to enter the video call at 10 minutes prior to the scheduled time. Doctor did not enter the call until 10+ minutes after the scheduled call. There was no communication from anyone about the delay. I almost hung up.,Negative,Wait Time,-0.75,6/8/2025,Google,Competition
I was not able to see my primary care physician for the second time. I see that when senior doctors come to a certain phase of their career's they work less days. This has happened once before to me because I have been coming to this clinic for over 20 years. It just that it can be a little difficult for the patient.,Negative,Staff (Schedule),-0.75,5/3/2025,X/Twitter,Competition
"Whenever I need to reach either Dr. Lin, Dr. Li, or Dr. Pederson it is absolutely impossible. One day I tried twice, waiting 45 minutes eac time, until I gave up and drove to Roseville. I have never been able to reach anyone in any of the eye offices. Something needs to be done. It is my only complaint with UC Davis.",Negative,Staff (Communication),-0.75,3/21/2025,Google,Competition
We live an hour away so leave early to allow for traffic.  Arrived at 10 AM  for a 10:30 appointment.  Waited some before being called into room.  Waited a long time between seeing the first person and the doctor.  Waited again and again and finally ready to leave at 1 PM  Add 2 hours driving and it was a long day!!!,Negative,Wait Time,-0.75,9/26/2024,Yelp,Competition
"""Strange"" experience. I completed pre-reg form before arrival. It asked patient to declare reason. Assistant left exam room and immediately returned stating Dr Swensson was waiting. I have never been pressured for this form before. The reason had to be written In something ; to cover still needing to obtain treatment",Negative,Other (Unspecified Pressure),-0.75,8/13/2024,Google,Competition
Lab did not draw correct labs. Waited over two months to see if I needed prior authorization for labs with no authorization come to find out I didn't need authorization. My prior authorization and referral for IVIG was not sent urgent which will delay insurance approval and my body possibly returning to normal again.,Negative,"Wait Time, Referral, Insurance, Other (includes Lab)",-0.75,11/19/2024,Yelp,Competition
"I feel like my privacy is not protected because everyone makes me feel like they been given heads up about me. Why, because like I said 9/26 was my first time meeting Dr. And then halfway during appointment visit comes back in the room acting like he knows me with specific details that completely toke me by surprise.",Negative,Privacy,-0.75,9/23/2024,Google,Competition
The doctors and staff at UC Davis Dermatology are exceptional - I feel so very fortunate to have such outstanding medical care available to me and my family.  We have family that drive six hours to access UC Davis dermatology and are happy to do so based on the level of skill and care they are provided at the clinic.,Positive,Staff,0.75,5/6/2025,X/Twitter,Competition
"After appointment clerk couldn't take my co-payment, said didn't have the capability   Got the feeling Dr Le wasn't too interested as this was a second opinion. Very difficult to make the appointment, waited a long a few months for the date and then when got there wasn't received well and waited 50 mins to see the Dr",Negative,Staff (includes Communication),-0.75,3/19/2025,Yelp,Competition
"I would suggest that UCD specialties have an active wait-list experience iskkky for painful conditions.  My original appt was not until January 10!  I called in to inquire about cancellations, so staff was great about scheduling that.  But if I had not known to call again, I would have been in pain for 3 more months.",Mixed,Wait Time,0,11/11/2024,X/Twitter,Competition
"My primary concern is the length of time it takes to obtain an appointment.  This is really a problem because there is no cardiologist at the UCDMG office in Roseville, so simple questions go unanswered because Dr. Srivasta is too busy doing what she should be doing!  She is a wonderful doctor, but she needs support.",Mixed,Wait Time (or Other - as it also touches upon Staff Support),0,7/28/2024,X/Twitter,Competition
"I called the clinic 5 days after my PCP had submitted the referral to find out the status.  The coordinator was able to find the approval and schedule me for an appointment two days later!  Amazing!  But I wish I was notified sooner about the referral being authorized, and that someone could have initiated the call.",Neutral,Referral,0,6/13/2025,Google,Competition
Wasn't clear at first visit with primary care physician at in-take visit to schedule anotherAppt for actual physical. I was at last visit it was the attending health care worker and not his fault. So be it but how was I to know such?  The Dr took no responsibility but to point fingers. Odd non-professional response.,Negative,Communication,-0.75,5/11/2025,Yelp,Competition
"Speaking of access, it was disheartening to find everybody unmasked, except for my doctor. I am very pleased that he wears a respirator. It continues to boggle my mind  that basic infection control has been so politicized that the at risk are now being exposed to Covid with no mitigation at your healthcare facility.",Mixed,Safety,0,9/27/2024,Google,Competition
"1. It took a long time to provide my insurance information. I was told the system was not loading.2. My PCP was booked out a few weeks. I kept getting offered appointments days out with other providers. Once I explained a couple times I needed same say, and could go to a different location, an appointment was found.",Mixed,Wait Time (or Other - as it also touches upon scheduling),0,6/13/2025,Google,Competition
"Because my prior dermatologist was leaving the practice, I was asked to reschedule which took some time. Before then, the prior dermatologist cancelled at the last minute as well, so I had been waiting several months for this appointment with Dr. Tartar. She herself was very nice and I will go back to her next time.",Mixed,Referral,0,7/27/2024,X/Twitter,Competition
"I was abandoned in the exam room after the visit.  The doc did not say I could leave and he closed the door when he stepped.  Over ten minutes later a nurse stepped in, seemed shocked and told me to leave.  I got no after-visit paperwork and the front desk person seemed annoyed that I wanted to schedule a follow up.",Negative,"Emotional Support, Bedside Manners, Communication",-0.75,10/3/2024,Yelp,Competition
Waiting 20 minutes for pneumonia shot at nurse station.It seems lvl was on personal phone call and never bothered to check on me waiting for to administer the shot. I had to go tell her that I have been waiting and then she apologized for the delay and gave me the shot.Doctor was promt and also the medical assistant,Mixed,"Wait Time, Bedside Manners",0,1/21/2025,X/Twitter,Competition
I think UC davis rushes through the initial screening and blood pressure. You don't have any time to relax before they take your BP. I probably spent 90 seconds with the assistant. She asked if my BP was high and I said it is when you throw me in the chair and take it right away. I felt very rushed through each step,Negative,Wait Time,-0.75,8/9/2024,X/Twitter,Competition
The assistants at this office are like robots. There is no personal interaction and they speak to everyone the same. We are not all the same and we don't all have limited knowledge of checking in and being weighed at the Dr office. Some of us know what's going on and would appreciate being treated like human beings.,Negative,Staff (Bedside Manners),-0.75,12/9/2024,X/Twitter,Competition
"Dr. Chan's treatment and cooperation with the Sutter Wound Care Center  staff were extremely helpful in obtaining a  healing of my wound. After this was accomplished, I used the technique Dr. Chan had originally provided ( in January, 2023) to successfully clear up the irritation and scaling skin on both of my legs.",Positive,Staff,0.75,10/23/2024,X/Twitter,Competition
The nursing staff was great. We regularly come to your clinic at the Glassrock location and always have a pleasant experience with the check-in and nursing staff. We were shocked at how things went when we met Dr. Naidu and we would not recommend Dr. Naidu to anybody we know based on the interaction we had with him.,Positive,Staff (Positive: Check-in and nursing staff; Negative: Dr. Naidu),0.75,9/6/2024,Yelp,Competition
"Dr. Zhdamirov and Dr. Yen juggled their schedules to accommodate my particular situation. When it appeared I might have to reschedule my audiologist appointment, Dr. Yen stepped in to make sure I didn't have to return for a year. Rocklin is a 45 minute drive from my home, so I very much appreciate his consideration.",Positive,Staff (Dr. Zhdamirov and Dr. Yen),0.75,11/21/2024,Yelp,Competition
"It's difficult to know. I've seen the doctor twice. I'll turn 75 soon and will probably meet more health challenges in the near future. I know that the demands on doctors and nurses can be overwhelming. It is my hope that the care I receive will involve talking to me as a person rather than at me as an ""old"" person.",Negative,Emotional Support,-0.75,11/16/2024,Yelp,Competition
"My visit was cancelled before it even happened and I was still billed for it. Very upset. I didn't schedule the visit so I assumed it was mandatory as part of her post-op follow up so if I had known it was going to be cancelled without rescheduling and I would be billed, I would have never accepted the appointment.",Neutral,Billing,0,8/7/2024,Yelp,Competition
"No 800 (or similar) free call for people without a cell/smart phone - after waiting for 10-15 min. on hold & then being disconnected before completing call & have to call back, being charged for each minute on hold, & having to call back & wait on hold a 2nd or 3rd time/it once told me over a 1/2 hour & 3 attempts.",Negative,Billing,-0.75,4/27/2025,Google,Competition
"Haven't made comments in this in past... BUT, this triage process of getting email messages to MDs in timely manner has been hit and miss. There have been times when prompt delivery would have avoided misunderstanding, and delayed process led to mistreatment of health condition and confusion among health providers.",Negative,Communication,-0.75,3/20/2025,X/Twitter,Competition
"When child reaches 12 it's absolutely insane that they are expected to manage their appointments, after care notes, prescriptions, etc. I support a young women's rights to privacy, but this is just crazy. I can't see her appointments, I can't see her care notes, and I have no idea where her prescriptions were sent.",Negative,Emotional Support (or Other if you consider it more about patient confidentiality and support for parents),-0.75,7/7/2024,X/Twitter,Competition
"I waited over a month since the time my referral was received to even be able to schedule an appointment, which was an additional few months wait. Had I not called weekly, I don't think I would have been notified that they needed to receive my medical images to review before they would even schedule my appointment.",Negative,Wait Time,-0.75,1/10/2025,X/Twitter,Competition
"Even though I was very, very concerned about persistent arrhythmias along with occasional chest pain, I had to make many phone calls to circumvent the scheduling system to see a Cardiologist earlier than 3 months. I'm fairly new to UCDavis health and was shocked at this lack of access to this important appointment.",Negative,Access (to Care),-0.75,3/2/2025,X/Twitter,Competition
"I was seen close to the appointment time and we kept within the hour for the visit. I wasn't cut short with all the questions I had, which I appreciated very much. I also saw the dietician and that appointment ended sooner than I was expecting. That was nice. We went right to work and utilized our time efficiently.",Positive,Efficient Use of Time,0.75,8/11/2024,Yelp,Competition
"We were instructed to be there at 6:30 am.  However, at that time of morning, there is no one around inside the building to give you directions or to help you.  Also, when we go down to the basement where radiation was, there was no one at the reception desk so we waited in the waiting area until someone showed up.",Negative,Wait Time,-0.75,5/29/2025,Yelp,Competition
4 children were left unattended in the waiting room while their parent was in the examination room with another child.  Kids ran outside and a woman almost hit them with her car.  She ran in to speak to the parent about the incidentbut no one was there for her to talk to.  Just a bunch of kids and myself and katya!,Negative,Safety,-0.75,12/21/2024,Google,Competition
"I had multiple procedure while visiting this time. One of my visit was with the Kidney Transplant Team. I was interviewed by two psychiatrists. I am performing this procedure to gain access to the Kidney Transplant List, Ie ""Life saving care"". I find It strange how I was questioned. Why Is this procedure necessary?",Negative,Emotional Support / Communication,-0.75,11/12/2024,X/Twitter,Competition
Vitals were taken in the middle of the waiting area in full view of other patients. I had to remove my arm from my sweater to have this done where other patients could see under my sweater. Super inappropriate. Asked for my DOB in the waiting room then when I was called to the back by the LVN she used my full name.,Negative,Privacy (Other),-0.75,7/19/2024,Yelp,Competition
"I appreciate the specialist referrals Dr. Wang was able to provide me for more specific health concerns I have. With my previous care at Kaiser, I am used to being written off for these concerns or pushed to accept prescription medication. I am looking forward to scheduling appointments with these specialists soon.",Positive,Referral,0.75,10/13/2024,Google,Competition
I have a couple other clinics in the area where I know the physicians and staff well that I've gone to for years but my insurance won't cover them any more and I was very pleased with them. I just don't know enough about this clinic and physician to make referrals at this time. Maybe that will change in the future.,Neutral,Referral,0,9/8/2024,Google,Competition
"One thing that really ruined my visit was a person behind the counter for my breast MRI. When I walked in the area she yelled, abruptly, to go around!! I was startled and then didn't understand why it mattered if I walked all the way around in a circle to get to her. She did it to everyone who came in. It was rude.",Negative,Staff (Behavior),-0.75,10/14/2024,Google,Competition
"I  did not receive any pretreatment instructions - until 3 days before the procedure -- the cardiac VOICEMAIL WAS FULL and my chart emails were not returned in a timely manner - I did not get my Instructions, until I talked with a patient advocate - very unsettling and confidence destroying going Into the procedure",Negative,Communication,-0.75,10/3/2024,Yelp,Competition
"I'm so grateful to have had my back surgery at UC Davis!  I have had the BEST care - from Dr. Kim and his amazing team to the excellent care I received at the UC Davis Rehab Hospital!  My follow-up visit on 8/21 with Dr. Kim was informative and uplifting that my recovery is on track.  Best of all, my pain is gone!",Positive,"Emotional Support, Staff, Pain Management",0.75,1/23/2025,X/Twitter,Competition
